upi_id,merchant_name,amount,suspicious_keyword,digit_count,upi_length,handle,brand_impersonation,trap_amount,report_count,is_blacklisted,merchant_age_days,is_fraud
zrrizti@okaxis,City Bakers,4762,0,0,14,okaxis,0,0,14,1,583,0
bddrarqhk@okicici,Daily Needs,4728,0,0,17,okicici,0,0,0,0,159,0
hssibqhu@okicici,Flipkart Deals,4029,0,0,16,okicici,1,0,11,1,621,1
nzaybqkpid@okicici,Flipkart Deals,1333,0,0,18,okicici,1,0,3,0,438,0
iuygub459@okicici,Mega Electronics,3165,0,3,17,okicici,0,0,7,0,791,0
wopnm107@axl,City Bakers,1989,0,3,12,axl,0,0,3,0,88,0
xbzoqwsds@ibl,Fresh Mart,1858,0,0,13,ibl,0,0,12,1,21,0
nwaevcizyz@axl,Urban Foods,1578,0,0,14,axl,0,0,8,0,978,0
fsowmsehcw673@okicici,Quick Recharge,1778,0,3,21,okicici,0,0,8,0,510,0
ngoqkdny646@ybl,Online Offer,3818,1,3,15,ybl,0,0,11,0,276,1
cwqzm997@okaxis,Mega Electronics,1941,0,3,15,okaxis,0,0,9,1,142,0
scpwe@axl,Smart Fashion,330,0,0,9,axl,0,0,5,0,88,0
gnhnfr@okicici,City Bakers,953,0,0,14,okicici,0,0,5,0,364,0
vzetqmkpsx@okaxis,Daily Needs,3839,0,0,17,okaxis,0,0,1,0,68,0
wknir@paytm,Green Grocery,3690,0,0,11,paytm,0,0,15,0,507,0
kogkyloyph668@okicici,Green Grocery,3708,0,3,21,okicici,0,0,15,0,402,0
nlhcvgzca@ybl,Daily Needs,3225,0,0,13,ybl,0,0,9,0,942,0
uuvxu97@ibl,Online Offer,2604,1,2,11,ibl,0,0,3,0,530,0
mjpbkzny@okicici,Daily Needs,4816,0,0,16,okicici,0,0,13,1,227,0
kqttnlo@ibl,PhonePe Help,567,1,0,11,ibl,1,0,11,1,461,1
mkaljnuie587@okicici,PhonePe Help,3839,1,3,20,okicici,1,0,2,0,949,1
euaee140@okicici,Quick Recharge,521,0,3,16,okicici,0,0,0,0,673,0
jfbjhzn@axl,Fresh Mart,864,0,0,11,axl,0,0,7,0,905,0
kzporlgdw386@ybl,Green Grocery,1466,0,3,16,ybl,0,0,4,0,491,0
sgyvxgoiw@okicici,City Bakers,4244,0,0,17,okicici,0,0,7,0,652,0
stzvegxmqj@axl,Mega Electronics,2732,0,0,14,axl,0,0,3,0,960,0
axncpv624@paytm,Online Offer,1490,1,3,15,paytm,0,0,12,0,706,1
dhlusyul@axl,Flipkart Deals,4236,0,0,12,axl,1,0,5,0,506,0
sfwbyacdjz741@okaxis,City Bakers,1895,0,3,20,okaxis,0,0,4,0,920,0
bxhwywki198@axl,Fresh Mart,3723,0,3,15,axl,0,0,10,0,232,0
hawzh@paytm,Amazon Support,4375,1,0,11,paytm,1,0,0,0,600,1
qbrtmcl@paytm,Flipkart Deals,1148,0,0,13,paytm,1,0,14,1,801,1
rdqbddxhs@okicici,Smart Fashion,3838,0,0,17,okicici,0,0,6,0,259,0
wjcskoal@paytm,Green Grocery,1186,0,0,14,paytm,0,0,3,0,28,0
edikwiqj@okaxis,Fresh Mart,3551,0,0,15,okaxis,0,0,15,0,769,0
ekvzljizx@paytm,Green Grocery,657,0,0,15,paytm,0,0,1,0,195,0
lbfgbh@okaxis,Mega Electronics,1790,0,0,13,okaxis,0,0,13,0,2,0
awtrlfng621@okaxis,PhonePe Help,133,1,3,18,okaxis,1,0,3,0,150,1
jsdkfcce283@ybl,Mega Electronics,2721,0,3,15,ybl,0,0,3,0,364,0
ovgpkwb@paytm,PhonePe Help,2932,1,0,13,paytm,1,0,6,0,922,1
kozknes433@okaxis,Smart Fashion,4245,0,3,17,okaxis,0,0,0,0,3,0
ppunzpld497@ibl,Amazon Support,757,1,3,15,ibl,1,0,3,0,749,1
cybjmgufos@okaxis,City Bakers,4659,0,0,17,okaxis,0,0,1,0,751,0
kdpsqckb@ybl,Quick Recharge,4696,0,0,12,ybl,0,0,14,1,976,0
hnqeihf@paytm,Paytm Cashback,2156,1,0,13,paytm,1,0,13,0,681,1
tygen@paytm,Mega Electronics,318,0,0,11,paytm,0,0,11,1,99,0
qiaocqtrw135@ibl,Fresh Mart,1254,0,3,16,ibl,0,0,7,0,671,0
hzkdpzmrm@ibl,Paytm Cashback,369,1,0,13,ibl,1,0,4,0,450,1
nbkequkddl40@okaxis,Daily Needs,587,0,2,19,okaxis,0,0,2,0,909,0
hxfvokt@okicici,Quick Recharge,4740,0,0,15,okicici,0,0,8,0,555,0
wgmflhuaam804@paytm,Fresh Mart,4134,0,3,19,paytm,0,0,12,1,388,0
bplyudgu354@ibl,PhonePe Help,27,1,3,15,ibl,1,0,8,0,195,1
gxuvgjzjxr@okaxis,Online Offer,4261,1,0,17,okaxis,0,0,10,1,596,1
pygxz@paytm,Daily Needs,4457,0,0,11,paytm,0,0,9,1,45,0
builb@ibl,Amazon Support,2386,1,0,9,ibl,1,0,5,0,807,1
dcszumagiu@okicici,Paytm Cashback,2769,1,0,18,okicici,1,0,8,0,813,1
osirl530@axl,Paytm Cashback,325,1,3,12,axl,1,0,2,0,826,1
ytzkorr511@ibl,Online Offer,938,1,3,14,ibl,0,0,14,1,556,1
vtiidg@okaxis,Paytm Cashback,2274,1,0,13,okaxis,1,0,1,0,981,1
jkuibdlfx@ybl,City Bakers,2671,0,0,13,ybl,0,0,3,0,280,0
vprcmkopu@paytm,Daily Needs,2992,0,0,15,paytm,0,0,14,1,923,0
zsstss@ybl,PhonePe Help,1453,1,0,10,ybl,1,0,14,1,441,1
zsyuvks@okaxis,Amazon Support,49,1,0,14,okaxis,1,1,2,0,498,1
ssjsoswpkh293@paytm,Flipkart Deals,2623,0,3,19,paytm,1,0,10,1,310,1
kjggmci@paytm,Green Grocery,2115,0,0,13,paytm,0,0,15,1,641,0
mwsfwggd639@axl,Fresh Mart,4641,0,3,15,axl,0,0,4,0,74,0
gwxbzvde224@okaxis,City Bakers,2896,0,3,18,okaxis,0,0,12,0,569,0
vlxrksiutt@okaxis,Fresh Mart,3219,0,0,17,okaxis,0,0,3,0,661,0
kqbjrof@axl,Amazon Support,2183,1,0,11,axl,1,0,15,1,588,1
smxubtzg@okicici,Quick Recharge,4626,0,0,16,okicici,0,0,15,0,655,0
tklwkkjgbe@paytm,Amazon Support,3836,1,0,16,paytm,1,0,12,0,445,1
tondpjg@paytm,Paytm Cashback,3737,1,0,13,paytm,1,0,15,1,121,1
ptduzv816@axl,Online Offer,1166,1,3,13,axl,0,0,0,0,586,0
uifpywafg458@axl,PhonePe Help,4111,1,3,16,axl,1,0,11,0,478,1
owxol@axl,Green Grocery,241,0,0,9,axl,0,0,4,0,239,0
xxycy@axl,PhonePe Help,2104,1,0,9,axl,1,0,9,0,574,1
pmyithimvy@axl,Daily Needs,38,0,0,14,axl,0,0,10,1,262,0
xzbuhuq@okaxis,Quick Recharge,1276,0,0,14,okaxis,0,0,9,1,335,0
jcldulspwo35@okicici,Online Offer,3876,1,2,20,okicici,0,0,10,1,877,1
dkavirz531@okaxis,Daily Needs,4399,0,3,17,okaxis,0,0,6,0,533,0
iqhyhac@axl,Fresh Mart,3178,0,0,11,axl,0,0,1,0,5,0
mubohbzbg850@axl,City Bakers,3722,0,3,16,axl,0,0,0,0,191,0
mqabegf@ibl,Amazon Support,4532,1,0,11,ibl,1,0,2,0,883,1
qontrlv@okicici,Online Offer,1368,1,0,15,okicici,0,0,0,0,194,0
cpqkkxj728@axl,Green Grocery,4617,0,3,14,axl,0,0,7,0,139,0
xfkawos@paytm,Mega Electronics,3018,0,0,13,paytm,0,0,6,0,225,0
ldcedhz@ybl,Fresh Mart,3930,0,0,11,ybl,0,0,2,0,460,0
epdvnz887@okaxis,PhonePe Help,3300,1,3,16,okaxis,1,0,8,0,176,1
apbpviwgv@ybl,PhonePe Help,3755,1,0,13,ybl,1,0,10,1,181,1
lcuqbm@okicici,Online Offer,4698,1,0,14,okicici,0,0,5,0,819,0
syiswkphmh@ybl,PhonePe Help,4273,1,0,14,ybl,1,0,2,0,964,1
btqmvc@ibl,Urban Foods,1637,0,0,10,ibl,0,0,15,1,802,0
winyvsi@axl,City Bakers,3659,0,0,11,axl,0,0,11,0,781,0
wtlgritsax@ibl,Flipkart Deals,4745,0,0,14,ibl,1,0,9,0,877,1
tmwbtai@ibl,Mega Electronics,1830,0,0,11,ibl,0,0,15,0,862,0
rnfosy582@ybl,Paytm Cashback,3195,1,3,13,ybl,1,0,3,0,23,1
cszlin@ybl,Fresh Mart,4079,0,0,10,ybl,0,0,5,0,752,0
xgrjslsbw@okaxis,Smart Fashion,2171,0,0,16,okaxis,0,0,0,0,171,0
bynqtsf@okaxis,Flipkart Deals,3769,0,0,14,okaxis,1,0,13,0,725,1
aymgr@okicici,Mega Electronics,1489,0,0,13,okicici,0,0,6,0,16,0
yonuujh@axl,Green Grocery,1241,0,0,11,axl,0,0,12,1,810,0
rrujsb@ybl,City Bakers,2282,0,0,10,ybl,0,0,13,1,591,0
nxwqhxnkj@axl,Paytm Cashback,846,1,0,13,axl,1,0,11,1,171,1
owzru@okicici,Mega Electronics,217,0,0,13,okicici,0,0,8,0,966,0
rqajulk39@paytm,Paytm Cashback,2726,1,2,15,paytm,1,0,3,0,146,1
znnoe@paytm,Quick Recharge,2501,0,0,11,paytm,0,0,7,0,511,0
bybjrmhdd607@okicici,City Bakers,3405,0,3,20,okicici,0,0,1,0,324,0
spnvwjrmq@paytm,Mega Electronics,3809,0,0,15,paytm,0,0,6,0,433,0
vnjtyghop@okicici,Flipkart Deals,1533,0,0,17,okicici,1,0,0,0,827,0
wwudtkm274@paytm,City Bakers,1883,0,3,16,paytm,0,0,5,0,924,0
johqkfrv@axl,Paytm Cashback,934,1,0,12,axl,1,0,14,0,579,1
qthlyj@ybl,City Bakers,1232,0,0,10,ybl,0,0,11,1,930,0
odpot@axl,Smart Fashion,4309,0,0,9,axl,0,0,4,0,862,0
lzdcvtky@okicici,City Bakers,4368,0,0,16,okicici,0,0,13,1,653,0
gikode966@axl,Urban Foods,1858,0,3,13,axl,0,0,8,0,409,0
qxbvqw619@paytm,Fresh Mart,4377,0,3,15,paytm,0,0,2,0,97,0
rthfh@okicici,City Bakers,2905,0,0,13,okicici,0,0,14,0,474,0
pxdytiqjb@okaxis,Daily Needs,4301,0,0,16,okaxis,0,0,0,0,872,0
uixqged@paytm,Fresh Mart,1514,0,0,13,paytm,0,0,13,0,564,0
lxiuq@axl,Fresh Mart,4493,0,0,9,axl,0,0,12,1,945,0
qokimu52@paytm,PhonePe Help,3696,1,2,14,paytm,1,0,11,1,456,1
fgwsc@okicici,Urban Foods,4142,0,0,13,okicici,0,0,3,0,22,0
hqdckeur@axl,Daily Needs,2252,0,0,12,axl,0,0,5,0,761,0
gwlewn@ybl,Green Grocery,3042,0,0,10,ybl,0,0,7,0,527,0
hmcyg@okaxis,Smart Fashion,1229,0,0,12,okaxis,0,0,3,0,151,0
owprw@paytm,Fresh Mart,145,0,0,11,paytm,0,0,0,0,80,0
bdxgmsimj@ybl,Paytm Cashback,1343,1,0,13,ybl,1,0,1,0,467,1
lxbdxte@ybl,Flipkart Deals,1648,0,0,11,ybl,1,0,2,0,963,0
fqitzuiph@ybl,Paytm Cashback,258,1,0,13,ybl,1,0,9,1,105,1
wxycnag488@okicici,Green Grocery,1843,0,3,18,okicici,0,0,1,0,674,0
frxuz370@ybl,Smart Fashion,2575,0,3,12,ybl,0,0,4,0,699,0
ksweytuqc@ibl,Mega Electronics,2149,0,0,13,ibl,0,0,13,1,408,0
vcmmr@ybl,Smart Fashion,1478,0,0,9,ybl,0,0,5,0,753,0
pykutco@paytm,Daily Needs,4337,0,0,13,paytm,0,0,8,0,230,0
kqpnaebga@ibl,Urban Foods,2416,0,0,13,ibl,0,0,1,0,925,0
cussl@axl,PhonePe Help,506,1,0,9,axl,1,0,8,0,253,1
rciqqfxch124@okaxis,Urban Foods,1103,0,3,19,okaxis,0,0,3,0,559,0
teqoxyibz330@okaxis,City Bakers,4967,0,3,19,okaxis,0,0,9,0,110,0
ewofuqtftz@ibl,Smart Fashion,4315,0,0,14,ibl,0,0,13,0,849,0
itjyxw@axl,Paytm Cashback,1999,1,0,10,axl,1,0,6,0,685,1
pfbknm@axl,Urban Foods,1916,0,0,10,axl,0,0,2,0,359,0
xtbtxw668@okicici,Smart Fashion,917,0,3,17,okicici,0,0,13,0,194,0
cxtkhmjlbi@ybl,PhonePe Help,3084,1,0,14,ybl,1,0,15,0,602,1
tfmrqk@okicici,PhonePe Help,1118,1,0,14,okicici,1,0,1,0,190,1
nnbqs299@axl,Mega Electronics,2864,0,3,12,axl,0,0,9,0,602,0
vvjrsgvpwz@paytm,Amazon Support,1863,1,0,16,paytm,1,0,9,1,57,1
bxrihwr@ybl,Daily Needs,4996,0,0,11,ybl,0,0,1,0,335,0
fvavv@axl,Smart Fashion,3775,0,0,9,axl,0,0,2,0,471,0
mlduve@okaxis,City Bakers,3068,0,0,13,okaxis,0,0,10,0,90,0
kdogbaxtqy635@okaxis,Mega Electronics,4372,0,3,20,okaxis,0,0,10,1,260,0
mzsabc529@ybl,PhonePe Help,4692,1,3,13,ybl,1,0,13,0,429,1
yqbsy@okaxis,Urban Foods,4293,0,0,12,okaxis,0,0,9,1,787,0
eoradxbc@okicici,Quick Recharge,4249,0,0,16,okicici,0,0,9,1,96,0
uzspgjbnp@ybl,Online Offer,4629,1,0,13,ybl,0,0,4,0,742,0
bkgedc683@ybl,Paytm Cashback,3673,1,3,13,ybl,1,0,11,1,792,1
wbeijxml@ibl,City Bakers,4292,0,0,12,ibl,0,0,4,0,68,0
xbvsbxesyc@axl,City Bakers,4495,0,0,14,axl,0,0,14,0,593,0
ybsmzyxkhq75@okicici,Smart Fashion,582,0,2,20,okicici,0,0,11,0,915,0
wwcbhhc@okicici,Urban Foods,4698,0,0,15,okicici,0,0,8,0,805,0
dlyqir@ibl,Flipkart Deals,2694,0,0,10,ibl,1,0,2,0,913,0
huvmuz@okicici,PhonePe Help,2750,1,0,14,okicici,1,0,12,1,266,1
yyzlo@ibl,Urban Foods,3396,0,0,9,ibl,0,0,14,1,187,0
jdfwdqj@paytm,Quick Recharge,2380,0,0,13,paytm,0,0,11,1,52,0
zcclo@axl,Green Grocery,4148,0,0,9,axl,0,0,4,0,750,0
wihpzpwb@okaxis,Mega Electronics,2262,0,0,15,okaxis,0,0,1,0,720,0
pfvzezde@okicici,Daily Needs,2715,0,0,16,okicici,0,0,1,0,77,0
nisbbgmn@ibl,Green Grocery,138,0,0,12,ibl,0,0,6,0,34,0
egolfd@okicici,Mega Electronics,1506,0,0,14,okicici,0,0,12,0,146,0
abuagyiyej@ybl,Smart Fashion,4715,0,0,14,ybl,0,0,1,0,213,0
mfcwkfefri347@axl,Amazon Support,1433,1,3,17,axl,1,0,7,0,165,1
vxgqby@okaxis,City Bakers,1020,0,0,13,okaxis,0,0,7,0,711,0
vwqid@ibl,Urban Foods,2291,0,0,9,ibl,0,0,5,0,497,0
ovklx@ibl,Paytm Cashback,1419,1,0,9,ibl,1,0,1,0,964,1
syyjk@axl,Green Grocery,2992,0,0,9,axl,0,0,1,0,290,0
mrmgmvdn851@axl,Green Grocery,1557,0,3,15,axl,0,0,15,0,65,0
zqxmiqg@okicici,Smart Fashion,2739,0,0,15,okicici,0,0,0,0,752,0
gubvzavszo@okicici,Quick Recharge,3974,0,0,18,okicici,0,0,6,0,856,0
kguoi358@ybl,Mega Electronics,2599,0,3,12,ybl,0,0,14,1,837,0
qiyypa@ibl,Green Grocery,1454,0,0,10,ibl,0,0,3,0,241,0
avkgbtlr@ybl,Green Grocery,1404,0,0,12,ybl,0,0,4,0,257,0
adymytg244@ibl,Amazon Support,4141,1,3,14,ibl,1,0,13,1,265,1
elqhtox@okaxis,Mega Electronics,3333,0,0,14,okaxis,0,0,1,0,458,0
twhmschlpc@paytm,Mega Electronics,267,0,0,16,paytm,0,0,1,0,655,0
ycdksyeip961@ybl,Online Offer,3870,1,3,16,ybl,0,0,13,1,683,1
kghqzi@ibl,Paytm Cashback,2999,1,0,10,ibl,1,0,2,0,778,1
qvgykrejy@paytm,Paytm Cashback,740,1,0,15,paytm,1,0,15,1,928,1
vmneinl@paytm,Flipkart Deals,2410,0,0,13,paytm,1,0,2,0,909,0
uvtmz@okicici,Paytm Cashback,290,1,0,13,okicici,1,0,0,0,763,1
euykkkx102@okicici,Flipkart Deals,3252,0,3,18,okicici,1,0,12,0,222,1
nptbocj@paytm,Fresh Mart,2456,0,0,13,paytm,0,0,9,1,519,0
xlsyykh935@paytm,Paytm Cashback,1055,1,3,16,paytm,1,0,14,1,783,1
ignlacj665@ibl,Smart Fashion,3387,0,3,14,ibl,0,0,13,1,215,0
xezugokcli802@okaxis,Paytm Cashback,1980,1,3,20,okaxis,1,0,13,1,425,1
dnofmefgiv425@ibl,Paytm Cashback,3702,1,3,17,ibl,1,0,12,0,758,1
jlrdwlnuqp@paytm,Daily Needs,3057,0,0,16,paytm,0,0,14,0,269,0
mldtvnifq@axl,Online Offer,3740,1,0,13,axl,0,0,9,0,90,1
lgmnaw@ibl,Green Grocery,1372,0,0,10,ibl,0,0,0,0,912,0
qqllivycyp@okicici,City Bakers,3956,0,0,18,okicici,0,0,6,0,293,0
aktlkemgaw@axl,Green Grocery,3506,0,0,14,axl,0,0,7,0,790,0
ecfyribc@ibl,Amazon Support,259,1,0,12,ibl,1,0,0,0,680,1
zqmqm@paytm,Fresh Mart,4650,0,0,11,paytm,0,0,10,1,220,0
thghgxh629@axl,Mega Electronics,1798,0,3,14,axl,0,0,2,0,249,0
siaof@ibl,Amazon Support,4396,1,0,9,ibl,1,0,6,0,941,1
kccbxjlbfo821@okaxis,Mega Electronics,4135,0,3,20,okaxis,0,0,11,1,155,0
dptsitxozr@ibl,Fresh Mart,2493,0,0,14,ibl,0,0,9,1,657,0
fwtweiduob@paytm,Fresh Mart,3371,0,0,16,paytm,0,0,12,0,420,0
pdtjafeyr@ibl,Fresh Mart,2824,0,0,13,ibl,0,0,4,0,593,0
tjbeoyibrw96@axl,Quick Recharge,1717,0,2,16,axl,0,0,12,1,465,0
pyfpn178@okicici,Mega Electronics,1497,0,3,16,okicici,0,0,8,0,641,0
iyjsuqytlp@okicici,Smart Fashion,206,0,0,18,okicici,0,0,11,1,40,0
yhnmm450@okicici,Flipkart Deals,476,0,3,16,okicici,1,0,6,0,404,1
crlwcp@axl,Green Grocery,907,0,0,10,axl,0,0,9,0,209,0
yivjf@okaxis,Flipkart Deals,1467,0,0,12,okaxis,1,0,4,0,784,0
nqwaxcdl@okicici,Daily Needs,2907,0,0,16,okicici,0,0,6,0,450,0
slrocl@ibl,Smart Fashion,923,0,0,10,ibl,0,0,0,0,649,0
fqagmxaogk842@okaxis,Online Offer,2019,1,3,20,okaxis,0,0,1,0,309,0
nvutosf@axl,Fresh Mart,3335,0,0,11,axl,0,0,3,0,949,0
nmazxdqtya@axl,Online Offer,2392,1,0,14,axl,0,0,15,1,38,1
cblsfqm990@okaxis,Daily Needs,3777,0,3,17,okaxis,0,0,2,0,623,0
xypwlsgtr@paytm,Fresh Mart,4395,0,0,15,paytm,0,0,5,0,775,0
wgluqyy@paytm,Amazon Support,4548,1,0,13,paytm,1,0,15,1,666,1
gwgbtn@ybl,Quick Recharge,3312,0,0,10,ybl,0,0,8,0,600,0
duyty@axl,Quick Recharge,1983,0,0,9,axl,0,0,13,0,148,0
ctddzvadq@okaxis,Quick Recharge,2892,0,0,16,okaxis,0,0,4,0,529,0
dbkasq@okaxis,Urban Foods,3906,0,0,13,okaxis,0,0,2,0,895,0
mcrmsc@ibl,Flipkart Deals,4560,0,0,10,ibl,1,0,8,0,470,1
etigmeqf@ibl,Fresh Mart,3361,0,0,12,ibl,0,0,10,1,7,0
cavko@okicici,Daily Needs,3240,0,0,13,okicici,0,0,15,0,785,0
fkfplagj@ybl,Fresh Mart,2899,0,0,12,ybl,0,0,15,1,415,0
tafyk@ibl,PhonePe Help,784,1,0,9,ibl,1,0,8,0,145,1
oiroxwka583@paytm,Smart Fashion,1769,0,3,17,paytm,0,0,0,0,617,0
mbcsuft@paytm,Flipkart Deals,1710,0,0,13,paytm,1,0,7,0,548,1
gevlcb577@paytm,Urban Foods,4068,0,3,15,paytm,0,0,1,0,838,0
anjggzssvr@ybl,City Bakers,303,0,0,14,ybl,0,0,5,0,902,0
msrctpbrma@paytm,Fresh Mart,4646,0,0,16,paytm,0,0,0,0,662,0
xhfuhvyzew@okicici,Urban Foods,2062,0,0,18,okicici,0,0,10,1,374,0
smrhrtv262@paytm,Mega Electronics,2119,0,3,16,paytm,0,0,8,0,826,0
uolyoibqy234@axl,Online Offer,337,1,3,16,axl,0,0,6,0,656,1
iaokuv@axl,Quick Recharge,649,0,0,10,axl,0,0,15,1,591,0
jfack@paytm,Quick Recharge,361,0,0,11,paytm,0,0,3,0,345,0
yvjrtkzz@okicici,Urban Foods,2266,0,0,16,okicici,0,0,6,0,127,0
pdskarrjur72@ibl,Fresh Mart,3833,0,2,16,ibl,0,0,6,0,666,0
dcmpib@ibl,Amazon Support,802,1,0,10,ibl,1,0,1,0,282,1
qfjtxrexrd444@okicici,PhonePe Help,3326,1,3,21,okicici,1,0,11,1,222,1
xlsivyug@okaxis,PhonePe Help,4541,1,0,15,okaxis,1,0,1,0,448,1
isiruznpa@ybl,Mega Electronics,2293,0,0,13,ybl,0,0,12,0,598,0
kjyssv@paytm,PhonePe Help,4739,1,0,12,paytm,1,0,15,0,548,1
nvxtydz@axl,City Bakers,1843,0,0,11,axl,0,0,6,0,191,0
lpeykfnlv792@ibl,Urban Foods,3826,0,3,16,ibl,0,0,5,0,544,0
ljxlma94@ibl,Urban Foods,4648,0,2,12,ibl,0,0,14,0,959,0
rwynecomr@paytm,City Bakers,4964,0,0,15,paytm,0,0,14,1,835,0
oltiqdo@okicici,Flipkart Deals,1622,0,0,15,okicici,1,0,7,0,91,1
dmuwfdo682@axl,Online Offer,41,1,3,14,axl,0,0,10,1,99,1
vvnhtachby@ybl,Smart Fashion,4371,0,0,14,ybl,0,0,2,0,134,0
vlgkv@ybl,Daily Needs,713,0,0,9,ybl,0,0,10,0,385,0
rzfibc@okicici,City Bakers,4410,0,0,14,okicici,0,0,15,0,110,0
eiisezr@ibl,Amazon Support,3665,1,0,11,ibl,1,0,7,0,812,1
nrtmanmm@okaxis,Amazon Support,2088,1,0,15,okaxis,1,0,1,0,802,1
orwmzerkc@okicici,City Bakers,767,0,0,17,okicici,0,0,10,0,664,0
ykrysxovvs@ibl,Flipkart Deals,3218,0,0,14,ibl,1,0,7,0,737,1
cxjtyd534@ybl,Flipkart Deals,1198,0,3,13,ybl,1,0,12,1,230,1
oaafds142@ibl,Quick Recharge,485,0,3,13,ibl,0,0,14,1,946,0
inchq@ibl,City Bakers,538,0,0,9,ibl,0,0,8,0,884,0
ovwdf@axl,Paytm Cashback,4674,1,0,9,axl,1,0,0,0,453,1
hdysjk@okicici,Flipkart Deals,85,0,0,14,okicici,1,0,3,0,784,0
qjqvji@ybl,Flipkart Deals,2589,0,0,10,ybl,1,0,7,0,805,1
mzxvdu@paytm,Quick Recharge,3899,0,0,12,paytm,0,0,14,0,304,0
wmlsq@okaxis,Quick Recharge,2842,0,0,12,okaxis,0,0,15,1,836,0
unkcgakgq267@axl,City Bakers,1384,0,3,16,axl,0,0,15,0,479,0
phjfunnp@paytm,Amazon Support,4701,1,0,14,paytm,1,0,15,1,982,1
uoyvxvkv270@okicici,Urban Foods,4956,0,3,19,okicici,0,0,3,0,19,0
tgrdaoajjr@okicici,Flipkart Deals,1005,0,0,18,okicici,1,0,3,0,680,0
gbanvifk@axl,Mega Electronics,1528,0,0,12,axl,0,0,7,0,556,0
yskleqnl582@axl,Flipkart Deals,3968,0,3,15,axl,1,0,7,0,753,1
sloytwhrm@okaxis,Fresh Mart,3555,0,0,16,okaxis,0,0,10,0,81,0
zfcwxlp@ibl,Amazon Support,2772,1,0,11,ibl,1,0,0,0,372,1
cpddnhkcl@okaxis,Urban Foods,432,0,0,16,okaxis,0,0,12,0,419,0
rbybuegqe397@okicici,Green Grocery,2384,0,3,20,okicici,0,0,9,1,667,0
imaxs@axl,Mega Electronics,2081,0,0,9,axl,0,0,14,0,813,0
gakamlw@axl,Fresh Mart,2840,0,0,11,axl,0,0,11,0,663,0
osabjvgpb@axl,City Bakers,1126,0,0,13,axl,0,0,0,0,602,0
qwmpuwxpn@ibl,Online Offer,3658,1,0,13,ibl,0,0,14,0,342,1
nfpop@axl,PhonePe Help,774,1,0,9,axl,1,0,8,0,389,1
xnfex@ybl,Smart Fashion,772,0,0,9,ybl,0,0,6,0,649,0
woauraay471@axl,PhonePe Help,2462,1,3,15,axl,1,0,7,0,554,1
uclvist@paytm,Mega Electronics,1274,0,0,13,paytm,0,0,2,0,717,0
qmoeyit@paytm,Flipkart Deals,1932,0,0,13,paytm,1,0,13,0,658,1
hrtwsfx@okicici,Quick Recharge,2986,0,0,15,okicici,0,0,2,0,104,0
jgnbnlglt818@axl,Green Grocery,814,0,3,16,axl,0,0,10,0,394,0
bgacgvij@axl,Mega Electronics,3972,0,0,12,axl,0,0,4,0,537,0
shmbsgjlf@axl,Smart Fashion,3971,0,0,13,axl,0,0,1,0,515,0
soqrcoxky955@ibl,Green Grocery,3018,0,3,16,ibl,0,0,0,0,285,0
bvfaf@ybl,Paytm Cashback,2731,1,0,9,ybl,1,0,12,0,56,1
xcsktz@axl,Urban Foods,681,0,0,10,axl,0,0,8,0,928,0
nlgwnmrxsk@ybl,PhonePe Help,665,1,0,14,ybl,1,0,2,0,761,1
oygpexl@axl,Green Grocery,2800,0,0,11,axl,0,0,8,0,372,0
vjkvf@axl,Amazon Support,172,1,0,9,axl,1,0,8,0,806,1
xyvvlrro@okaxis,City Bakers,3796,0,0,15,okaxis,0,0,8,0,248,0
iaoerrnihd187@ibl,Quick Recharge,1013,0,3,17,ibl,0,0,9,0,737,0
qnxxla@okicici,Mega Electronics,4902,0,0,14,okicici,0,0,12,1,448,0
edrmkikxrj@ibl,City Bakers,4140,0,0,14,ibl,0,0,0,0,71,0
vqrehgxc@ibl,Urban Foods,4435,0,0,12,ibl,0,0,8,0,27,0
pdxzbo@okicici,Daily Needs,3296,0,0,14,okicici,0,0,13,1,563,0
nlcobboz764@paytm,Smart Fashion,3302,0,3,17,paytm,0,0,1,0,544,0
vukfsxps@paytm,Daily Needs,748,0,0,14,paytm,0,0,5,0,630,0
xykabkqmt@ibl,Fresh Mart,74,0,0,13,ibl,0,0,10,0,418,0
biwntukkp@axl,Online Offer,1093,1,0,13,axl,0,0,3,0,626,0
gczjpcsvv@ybl,Urban Foods,3207,0,0,13,ybl,0,0,2,0,286,0
ekrlncrwfa810@okicici,Daily Needs,4931,0,3,21,okicici,0,0,7,0,12,0
wngqqzt85@okaxis,Online Offer,3650,1,2,16,okaxis,0,0,14,0,87,1
eunwtbfg646@okicici,Paytm Cashback,4774,1,3,19,okicici,1,0,0,0,505,1
synhh@okicici,Mega Electronics,2902,0,0,13,okicici,0,0,13,0,309,0
dihjvdu87@ibl,Online Offer,3712,1,2,13,ibl,0,0,3,0,906,0
vjivvqgp@okaxis,Green Grocery,4518,0,0,15,okaxis,0,0,1,0,335,0
sarfk@axl,Paytm Cashback,3639,1,0,9,axl,1,0,12,1,484,1
plqjixlsiq968@axl,City Bakers,1771,0,3,17,axl,0,0,14,1,49,0
wedez@okaxis,Mega Electronics,316,0,0,12,okaxis,0,0,0,0,514,0
qawgco@ybl,Smart Fashion,2739,0,0,10,ybl,0,0,4,0,377,0
gjhdc839@ibl,Paytm Cashback,2207,1,3,12,ibl,1,0,10,0,900,1
